url,type,is_submodule,submodule_path,researched,notes
https://github.com/octagonai/octagon-transcripts-mcp,github_repo,yes,external/financial/octagon-transcripts-mcp,no,
https://github.com/octagonai/octagon-vc-agents,github_repo,yes,external/financial/octagon-vc-agents,no,
https://github.com/ojowwalker77/claude-matrix,github_repo,yes,external/mcp-servers/Claude-Matrix,no,
https://github.com/omdivyatej/self-learning-agents,github_repo,yes,external/orchestration/Self-Learning-Agents,no,
https://github.com/open-webui/mcpo,github_repo,yes,external/mcp-servers/mcpo,no,
https://github.com/openai/codex,github_repo,yes,external/clis/codex,no,
https://github.com/openai/skills,github_repo,yes,skills/refs-external/openai-skills,no,
https://github.com/openhands/openhands,github_repo,yes,external/unsorted/OpenHands,no,
https://github.com/openinterpreter/open-interpreter,github_repo,yes,external/sandboxing/open-interpreter,no,
https://github.com/oraios/serena,github_repo,yes,external/code-indexing/serena,no,
https://github.com/orneryd/mimir,github_repo,yes,external/memory/Mimir,no,
https://github.com/ozgureyilmaz/polymarket-mcp,github_repo,yes,external/financial/polymarket-mcp,no,
https://github.com/paperinvest/mcp-server,github_repo,yes,external/forks/paperinvest/mcp-server,no,
https://github.com/papr-ai/memory-opensource,github_repo,yes,external/mcp-servers/memory-opensource,no,
https://github.com/parthajeet-sarmah/showcode,github_repo,yes,external/unsorted/showcode,no,
https://github.com/pathintegral-institute/mcpm.sh,github_repo,yes,external/mcp-tooling/mcpm.sh,no,
https://github.com/patricksys/codebase-context,github_repo,yes,external/code-indexing/codebase-context,no,
https://github.com/pchalasani/claude-code-tools,github_repo,yes,external/unsorted/claude-code-tools,no,
https://github.com/pedramamini/maestro,github_repo,yes,external/mcp-servers/Maestro,no,
https://github.com/pgvector/pgvector,github_repo,yes,memory/vector-stores/pgvector,no,
https://github.com/piebald-ai/splitrail,github_repo,yes,external/clis/splitrail,no,
https://github.com/pieces-app/awesome-pieces,github_repo,yes,external/memory/awesome-pieces,no,
https://github.com/pieces-app/cli-agent,github_repo,yes,external/memory/cli-agent,no,
https://github.com/pjlsergeant/captive-wifi-tool,github_repo,yes,external/unsorted/captive-wifi-tool,no,
https://github.com/plandex-ai/plandex,github_repo,yes,external/clis/plandex,no,
https://github.com/poly-mcp/polymcp,github_repo,yes,external/mcp-tooling/Polymcp,no,
https://github.com/portel-dev/ncp,github_repo,yes,external/mcp-tooling/ncp,no,
https://github.com/portofcontext/pctx,github_repo,yes,external/mcp-tooling/pctx,no,
https://github.com/priyan-coder/multi-agent-orchestration,github_repo,yes,external/clis/multi-agent-orchestration,no,
https://github.com/probelabs/probe,github_repo,yes,external/code-indexing/probe,no,
https://github.com/process-failed-successfully/combined-autonomous-coding,github_repo,yes,external/mcp-servers/combined-autonomous-coding,no,
https://github.com/publicaffairs/openai-gemini,github_repo,yes,external/clis/openai-gemini,no,
https://github.com/punkpeye/awesome-mcp-servers,github_repo,yes,external/unsorted/awesome-mcp-servers,no,
https://github.com/puppeteer/puppeteer,github_repo,yes,external/computer-use/puppeteer,no,
https://github.com/qdrant/mcp-server-qdrant,github_repo,yes,external/memory/mcp-server-qdrant,no,
https://github.com/qdrant/qdrant,github_repo,yes,external/memory/qdrant,no,
https://github.com/qwenlm/qwen-code,github_repo,yes,external/clis/qwen-code,no,
https://github.com/raine/consult-llm-mcp,github_repo,yes,external/unsorted/consult-llm-mcp,no,
https://github.com/rayai-labs/agentic-ray,github_repo,yes,external/orchestration/agentic-ray,no,
https://github.com/recallbricks,github_owner,no,,no,
https://github.com/redplanethq/core,github_repo,yes,external/memory/core,no,
https://github.com/roampal-ai/roampal-core,github_repo,yes,external/memory/roampal-core,no,
https://github.com/robertpelloni/claude-mem,github_repo,yes,memory/plugins/claude-mem,no,
https://github.com/robertpelloni/claude-squad,github_repo,yes,submodules/claude-squad,no,already present as upstream-equivalent smtg-ai/claude-squad
https://github.com/robertpelloni/claudex,github_repo,yes,submodules/claudex,no,already present as upstream-equivalent Mng-dev-ai/claudex
https://github.com/robertpelloni/emdash,github_repo,yes,submodules/emdash,no,already present as upstream-equivalent generalaction/emdash
https://github.com/robertpelloni/mcp-server-code-execution-mode,github_repo,yes,submodules/mcp-server-code-execution-mode,no,already present as upstream-equivalent elusznik/mcp-server-code-execution-mode
https://github.com/robertpelloni/mcp-tool-chainer,github_repo,yes,submodules/mcp-tool-chainer,no,already present as upstream-equivalent thirdstrandstudio/mcp-tool-chainer
https://github.com/robertpelloni/mcp-zero,github_repo,yes,submodules/MCP-Zero,no,already present as upstream-equivalent xfey/MCP-Zero
https://github.com/robertpelloni/pctx,github_repo,yes,submodules/pctx,no,already present as upstream-equivalent
https://github.com/robertpelloni/polymcp,github_repo,yes,mcp-frameworks/Polymcp,no,already present as upstream-equivalent poly-mcp/Polymcp
https://github.com/robertpelloni/smolagents,github_repo,yes,submodules/smolagents,no,already present as upstream-equivalent huggingface/smolagents
https://github.com/robertpelloni/super-mcp,github_repo,yes,mcp-frameworks/Super-MCP,no,already present as upstream-equivalent nspr-io/Super-MCP
https://github.com/roddutra/agent-mcp-gateway,github_repo,yes,external/mcp-tooling/agent-mcp-gateway,no,
https://github.com/roman-ryzenadvanced/openqode-public-alpha-gooseultra-,github_repo,yes,external/clis/OpenQode-Public-Alpha-GooseUltra-,no,
https://github.com/run-llama/llama_index,github_repo,yes,external/rag/llama_index,no,
https://github.com/saikiranrallabandi/inframind,github_repo,yes,external/mcp-servers/inframind,no,
https://github.com/saladday/cc-switch-cli,github_repo,yes,external/clis/cc-switch-cli,no,
https://github.com/samihalawa/google-jules-mcp,github_repo,yes,external/unsorted/google-jules-mcp,no,
https://github.com/sathish316/opus_agents,github_repo,yes,external/mcp-tooling/opus_agents,no,
https://github.com/sderosiaux/goto,github_repo,yes,external/unsorted/goto,no,
https://github.com/sensuslab/spark-mcp,github_repo,yes,external/computer-use/spark-mcp,no,
https://github.com/shareai-lab/kode-cli,github_repo,yes,external/clis/Kode-cli,no,
https://github.com/shinzo-labs/coinmarketcap-mcp,github_repo,yes,external/financial/coinmarketcap-mcp,no,
https://github.com/sigoden/aichat,github_repo,yes,external/clis/aichat,no,
https://github.com/slashtechno/amped,github_repo,yes,external/clis/amped,no,
https://github.com/slopus/happy,github_repo,yes,external/clis/happy,no,
https://github.com/smallcloudai/refact,github_repo,yes,external/unsorted/refact,no,
https://github.com/smonux/chgpt-mcp-bridge,github_repo,yes,external/mcp-servers/chgpt-mcp-bridge,no,
https://github.com/solangii/upbit-mcp-server,github_repo,yes,external/financial/upbit-mcp-server,no,
https://github.com/sourcegraph/amp-examples-and-guides,github_repo,yes,external/clis/amp-examples-and-guides,no,
https://github.com/sst/opencode,github_repo,yes,external/clis/opencode,no,
https://github.com/starbased-co/ccproxy,github_repo,yes,external/clis/ccproxy,no,
https://github.com/stared/gemini-claude-skills,github_repo,yes,external/skills/gemini-claude-skills,no,
https://github.com/steipete/claude-code-mcp,github_repo,yes,external/clis/claude-code-mcp,no,
https://github.com/steveyegge/beads,github_repo,yes,external/memory/beads,no,
https://github.com/supabase/supabase,github_repo,yes,external/database/supabase,no,
https://github.com/superagent-ai/grok-cli,github_repo,yes,external/clis/grok-cli,no,
https://github.com/superclaude-org/superclaude_framework,github_repo,yes,external/clis/SuperClaude_Framework,no,
https://github.com/supermemoryai/code-chunk,github_repo,yes,external/unsorted/code-chunk,no,
https://github.com/supermemoryai/supermemory,github_repo,yes,external/memory/supermemory,no,
https://github.com/supermemoryai/supermemory-mcp,github_repo,yes,external/memory/supermemory-mcp,no,
https://github.com/takltc/gemini-router,github_repo,yes,external/clis/gemini-router,no,
https://github.com/tencent/weknora,github_repo,yes,external/rag/WeKnora,no,
https://github.com/tesserato/codeweaver,github_repo,yes,external/code-indexing/CodeWeaver,no,
https://github.com/the-pocket/pocketflow-tutorial-cursor,github_repo,yes,external/orchestration/PocketFlow-Tutorial-Cursor,no,
https://github.com/thenoetrevino/claude-hooks,github_repo,yes,external/clis/claude-hooks,no,
https://github.com/thenoetrevino/dotfiles,github_repo,yes,external/skills/dotfiles,no,
https://github.com/thirdstrandstudio/mcp-tool-chainer,github_repo,yes,external/mcp-tooling/mcp-tool-chainer,no,
https://github.com/tikimcfee/gomuxai,github_repo,yes,external/unsorted/gomuxai,no,
https://github.com/token-metrics/mcp,github_repo,no,,no,repo exists on web but clone currently failing; likely auth/rate limit/transient; retry later
https://github.com/toolprint/hypertool-mcp,github_repo,yes,external/mcp-tooling/hypertool-mcp,no,
https://github.com/toolsdk-ai/toolsdk-mcp-registry,github_repo,yes,external/mcp-directories/toolsdk-mcp-registry,no,
https://github.com/topoteretes/cognee,github_repo,yes,external/memory/cognee,no,
https://github.com/trade-agent/trade-agent-mcp,github_repo,yes,external/financial/trade-agent-mcp,no,
https://github.com/trycua/cua,github_repo,yes,external/computer-use/cua,no,
https://github.com/twelvedata/mcp,github_repo,yes,external/financial/mcp,no,
https://github.com/tylergraydev/claude-limitline,github_repo,yes,external/mcp-servers/claude-limitline,no,
https://github.com/universal-tool-calling-protocol/code-mode,github_repo,yes,external/mcp-tooling/code-mode,no,
https://github.com/universal-tool-calling-protocol/utcp-mcp,github_repo,yes,external/mcp-tooling/utcp-mcp,no,
https://github.com/unkn0wn-root/resterm,github_repo,yes,external/mcp-servers/resterm,no,
https://github.com/upsonic/upsonic,github_repo,yes,external/financial/Upsonic,no,
https://github.com/vectifyai/pageindex,github_repo,yes,external/rag/PageIndex,no,
https://github.com/vectorize-io/hindsight,github_repo,yes,external/memory/hindsight,no,
https://github.com/veriteknik/pluggedin-mcp,github_repo,yes,external/mcp-tooling/pluggedin-mcp,no,
https://github.com/verygoodplugins/automem,github_repo,yes,external/memory/automem,no,
https://github.com/verygoodplugins/mcp-automem,github_repo,yes,external/memory/mcp-automem,no,
https://github.com/virattt/ai-hedge-fund,github_repo,yes,external/financial/ai-hedge-fund,no,
https://github.com/vishalveerareddy123/lynkr,github_repo,yes,external/clis/Lynkr,no,
https://github.com/voicetreelab/lazy-mcp,github_repo,yes,external/mcp-tooling/lazy-mcp,no,
https://github.com/vstorm-co/pydantic-deepagents,github_repo,yes,external/orchestration/pydantic-deepagents,no,
